defined	VBN
by	IN
the	DT
host	NN
environment	NN
.	.

To	TO
make	NN
code	NN
well-structured	JJ
and	CC
testable	JJ
.	.

However	CC
,	,
incorporating	JJ
as	IN
many	DT
of	IN
these	DT
principles	NNS
as	IN
possible	JJ
should	MD
make	VB
a	DT
project	NN
more	RBR
readable	JJ
,	,
less	CC
error-prone	JJ
,	,
and	CC
faster	NN
to	TO
build	NN
.	.

successfully	RB
on	IN
its	PRP$
stable	JJ
branch	NN
.	.

Either	DT
declare	VB
them	PRP
as	IN
remote	JJ
repositories	NNS
in	IN
the	DT

Generally	RB
this	DT
means	NN
that	DT
,	,
instead	IN
of	IN
depending	VBG
on	IN
a	DT
library	NN

Prefer	VB
building	JJ
all	DT
code	NN
from	IN
head	NN
whenever	CC
possible	JJ
.	.

Every	DT
directory	NN
that	DT
contains	VBZ
buildable	JJ
files	NNS
should	MD
be	VB
a	DT
package	NN
.	.

of	IN
libraries	NNS
,	,
binaries	NNS
,	,
scripts	NNS
,	,
and	CC
data	NN
sets	NNS
,	,
shielding	JJ
you	PRP
from	IN
the	DT

speed	NN
up	IN
your	PRP$
builds	NNS
,	,
you	PRP
can	MD
set	VB
up	IN
your	PRP$
project	NN
to	TO
build	NN
in	IN
a	DT
highly	RB

It	PRP
works	VBZ
with	IN
multiple	JJ
repositories	NNS
and	CC
user	NN
bases	NNS
in	IN
the	DT
tens	JJ

that	DT
configure	VB
the	DT
build	NN
rule	NN
.	.

the	DT
build	NN
to	TO
trace	NN
dependencies	NNS
in	IN
your	PRP$
code	NN
.	.

through	IN
sandboxing	VBG
,	,
minimizing	VBG
skew	JJ
and	CC
maximizing	VBG

Tutorial	JJ
:	:
Build	NN
an	DT
Android	NNP
Application	NN

macro	JJ
and	CC
equivalent	JJ
methods	NNS
,	,
see	NN
:	:
ref	NN
:	:

type	NN
to	TO
return	JJ
error	NN
codes	NNS
.	.

For	NNP
the	DT
complete	JJ
list	NN
of	IN
error	NN
codes	NNS
,	,
see	NN
:	:
doc	NN
:	:

This	DT
is	VBZ
done	VBN
using	VBG

are	VBP
still	RB
defined	VBN
and	CC
can	MD
be	VB
called	VBN
.	.

,	,
then	JJ
an	DT
error	NN
message	NN
is	VBZ
printed	VBN
on	IN
the	DT
console	NN
,	,
and	CC

macro	JJ
was	VBD
called	VBN
,	,
and	CC
the	DT
expression	NN
which	WP
was	VBD
passed	VBN
to	TO
the	DT
macro	NN
as	IN
an	DT
argument	NN
.	.

,	,
it	PRP
prints	VBZ
the	DT
message	NN
,	,
sets	VBZ
the	DT
local	JJ
variable	JJ

macro	JJ
checks	VBZ
the	DT
condition	NN
,	,
if	IN
the	DT
condition	NN
is	VBZ
not	RB
equal	JJ

In	IN
some	DT
middleware	NN
components	NNS
this	DT
means	NN
that	DT
a	DT
function	NN
must	MD
exit	VB
with	IN
the	DT
same	JJ
error	NN
code	NN
,	,
making	NN
sure	JJ
any	DT
resource	NN
allocations	NNS
are	VBP
rolled	VBN
back	JJ
.	.

This	DT
is	VBZ
not	RB
the	DT
best	JJS
practice	NN
for	CC
applications	NNS
,	,
and	CC
is	VBZ
done	VBN
to	TO
make	NN
example	NN
code	NN
more	RBR
concise	JJ
.	.

Amount	NN
of	IN
memory	NN
in	IN
the	DT
emergency	JJ
pool	NN
can	MD
be	VB
set	VBN
using	VBG
:	:
ref	NN
:	:

The	DT
full	JJ
list	NN
of	IN
supported	JJ
boards	NNS
based	VBD
on	IN
these	DT
architectures	NNS
can	MD
be	VB
found	VBN
:	:
ref	NN
:	:

Zephyr	NNP
offers	VBZ
a	DT
large	JJ
and	CC
ever	JJ
growing	NN
number	NN
of	IN
features	NNS
including	VBG
:	:

Cooperative	JJ
and	CC
Preemptive	JJ
Scheduling	VBG

Contributions	NNS
have	VB
added	VBN
support	JJ

monolithic	JJ
image	NN
that	DT
gets	NNS
loaded	JJ
and	CC
executed	VBD
on	IN
a	DT
system	NN
hardware	NN
.	.

of	IN
products	NNS
around	IN
the	DT
home	NN
.	.

file	NN
system	NN
enhancements	NNS
for	CC
logging	NN
and	CC
configuration	NN
.	.

Fundamental	JJ
Terms	NNS
and	CC
Concepts	NNS

This	DT
is	VBZ
now	CC
always	RB
available	JJ
,	,
even	JJ
in	IN
imported	JJ
templates	NNS
.	.

admonition	NN
:	:
:	:
The	DT
Jinja	NNP
Context	NN
Behavior	NN

This	DT
is	VBZ
partially	RB
caused	VBN

that	DT
needs	RB
to	TO
access	VB
the	DT
request	NN
object	NN
you	PRP
have	VB
two	CD
possibilities	NNS
:	:

Importing	NN
with	IN
context	NN
looks	NNS
like	IN
this	DT
:	:

There	EX
are	VBP
three	CD
ways	NNS
to	TO
accomplish	VB
that	DT
:	:

Inside	IN
the	DT
template	NN
,	,
use	NN
the	DT

The	DT
two	CD
following	IN
examples	NNS
work	VBP
the	DT
same	JJ
and	CC
both	DT
reverse	JJ
an	DT
object	NN
:	:
:	:

A	DT
context	NN
processor	NN
is	VBZ
a	DT
function	NN
that	DT
returns	VBZ
a	DT
dictionary	NN
.	.

This	DT
example	NN
is	VBZ
not	RB
very	RB
interesting	JJ
because	IN

You	PRP
could	MD
also	RB
build	VB

is	VBZ
not	RB
sufficient	JJ
anymore	RB
.	.

operator	NN
in	IN
front	NN
of	IN
the	DT
selection	NN
brackets	NNS

is	VBZ
not	RB
sufficient	JJ
anymore	RB
.	.

to	TO
the	DT
first	JJ
3	CD
elements	NNS
of	IN
the	DT
third	JJ
column	NN
:	:

when	WRB
using	VBG
the	DT
row	NN

Follow	VB
these	DT
tips	NNS
to	TO
get	VB
the	DT
best	JJS
out	IN
of	IN
your	PRP$
programs	NNS
,	,
both	DT
in	IN
speed	NN
and	CC
memory	NN
terms	NNS
.	.

Make	NN
sure	JJ
to	TO
always	RB
profile	NN
programs	NNS
by	IN
compiling	VBG
or	CC
running	JJ
them	PRP
with	IN
the	DT

To	TO
print	VB
a	DT
number	NN
to	TO
the	DT
standard	JJ
output	NN
you	PRP
write	VBP
:	:

This	DT
,	,
involves	VBZ
a	DT
heap	NN
memory	NN
allocation	NN
and	CC
gives	VBZ
a	DT
bit	NN
of	IN
work	NN
to	TO
the	DT
GC	NN
.	.

,	,
and	CC
avoid	VB
creating	VBG
intermediate	JJ
strings	NNS
in	IN
that	DT
method	NN
.	.

which	WP
allows	VBZ
to	TO
embed	VB
expressions	NNS
into	IN
a	DT
string	NN
literal	JJ
:	:

Avoid	VB
creating	VBG
temporary	JJ
objects	NNS
over	IN
and	CC
over	IN

Move	NN
the	DT
array	NN
to	TO
a	DT
constant	NN
.	.

The	DT
best	JJS
thing	NN
to	TO
do	VB
is	VBZ
to	TO
only	JJ
use	NN
structs	NNS
with	IN
immutable	JJ
objects	NNS
,	,
especially	RB
if	IN
they	PRP
are	VBP
small	JJ
.	.

can	MD
be	VB
implemented	VBN
in	IN

See	NNP
the	DT
NOTICE	NN
file	NN
.	.
.	.

distributed	VBD
under	IN
the	DT
License	NN
is	VBZ
distributed	VBN
on	IN
an	DT
"	"
AS	IN
IS	NNP
"	"
BASIS	NN
,	,
.	.
.	.

The	DT
conceptual	JJ
domain	NN
includes	VBZ
hotels	NNS
,	,
guests	NNS
that	DT
stay	VBP
in	IN
the	DT
hotels	NNS
,	,
a	DT
collection	NN
of	IN
rooms	NNS
for	CC
each	DT
hotel	NN
,	,
the	DT
rates	NNS
and	CC
availability	NN
of	IN
those	DT
rooms	NNS
,	,
and	CC
a	DT
record	NN
of	IN
reservations	NNS
booked	JJ
for	CC
guests	NNS
.	.

Obviously	RB
,	,
in	IN
the	DT
real	JJ
world	JJ
,	,
there	EX
would	MD
be	VB
many	DT
more	JJR
considerations	NNS
and	CC
much	DT
more	JJR
complexity	NN
.	.

that	DT
is	VBZ
executing	VBG
the	DT
respective	JJ
operation	NN
.	.

clock	NN
indicated	VBD
the	DT
full	JJ
hour	NN
.	.

It	PRP
provides	VBZ
the	DT
best	JJS
performance	NN
and	CC
the	DT

In	IN
event	NN
time	NN
,	,
the	DT
progress	NN
of	IN
time	NN
depends	VBZ
on	IN
the	DT
data	NN
,	,
not	RB
on	IN

As	IN
it	PRP
is	VBZ
only	JJ
possible	JJ
to	TO
wait	NN
for	CC
a	DT
finite	JJ
period	NN
of	IN

an	DT
hourly	JJ
event	NN
time	JJ
window	NN
will	MD
contain	VB
all	DT
records	NNS
that	DT
carry	VBP
an	DT
event	NN

guarantee	NN
that	DT
they	PRP
are	VBP
progressing	VBG
in	IN
a	DT
timely	JJ
fashion	NN
.	.

Watermarks	NNS
in	IN
Parallel	JJ
Streams	NNS

As	IN
the	DT
watermarks	NNS
flow	NN
through	IN
the	DT
streaming	JJ
program	NN
,	,
they	PRP
advance	VBP
the	DT
event	NN
time	NN
at	IN
the	DT
operators	NNS
where	WRB
they	PRP
arrive	VBP
.	.

The	DT
figure	NN
below	IN
shows	VBZ
an	DT
example	NN
of	IN
events	NNS
and	CC
watermarks	NNS
flowing	JJ
through	IN
parallel	JJ
streams	NNS
,	,
and	CC
operators	NNS
tracking	NN
event	NN
time	JJ
.	.

An	DT
LB	NN
policy	NN
is	VBZ
responsible	JJ
for	CC
:	:

,	,
although	IN
they	PRP
are	VBP
not	RB
currently	RB
configurable	JJ
directly	RB
.	.

provides	VBZ
a	DT
configuration	NN
for	CC
that	DT
policy	NN
,	,
and	CC
a	DT
set	NN
of	IN
attributes	NNS

should	MD
attempt	VB
to	TO
connect	VB
.	.

policy	NN
takes	VBZ
a	DT
list	NN
of	IN
addresses	NNS
from	IN
the	DT
resolver	NN
.	.

This	DT
LB	NN
policy	NN
is	VBZ
selected	VBN
via	IN
the	DT
service	JJ
config	NN
.	.

The	DT
intent	NN
was	VBD
that	DT
instead	IN
of	IN
adding	VBG
new	JJ
LB	NN
policies	NNS
directly	CC
in	IN
the	DT
client	NN
,	,
the	DT
client	NN
could	MD
implement	VB
only	JJ
simple	JJ
algorithms	NNS
like	IN

policy	NN
gets	VBZ
the	DT
list	NN
of	IN
addresses	NNS
of	IN
the	DT
balancers	NNS
to	TO
talk	NN
to	TO
via	IN
an	DT
attribute	NN
returned	VBD
by	IN
the	DT
resolver	NN
.	.

The	DT
following	IN
example	NN
shows	NNS
how	WRB
to	TO
open	VB
a	DT
database	NN
,	,
creating	VBG
it	PRP
if	IN
necessary	JJ
:	:

For	NNP
example	NN
,	,
the	DT
following	IN
code	NN
moves	VBZ
the	DT
value	NN
stored	VBD
under	IN

However	CC
,	,
there	EX
are	VBP
some	DT
steps	NNS
you	PRP
can	MD
take	VB
to	TO
limit	VB
the	DT
number	NN
of	IN
sources	NNS
of	IN
nondeterministic	JJ
behavior	NN
for	CC
a	DT
specific	JJ
platform	NN
,	,
device	NN
,	,
and	CC
PyTorch	NNP
release	NN
.	.

PyTorch	NNP
random	JJ
number	NN
generator	NN

If	IN
you	PRP
are	VBP
using	VBG
any	DT
other	JJ
libraries	NNS
that	DT
use	NN
random	JJ
number	NN
generators	NNS
,	,
refer	VB
to	TO
the	DT
documentation	NN
for	CC
those	DT
libraries	NNS
to	TO
see	NN
how	WRB
to	TO
set	NN
consistent	JJ
seeds	NNS
for	CC
them	PRP
.	.

However	CC
,	,
if	IN
you	PRP
do	VBP
not	RB
need	VB
reproducibility	NN
across	IN
multiple	JJ
executions	NNS
of	IN
your	PRP$
application	NN
,	,
then	JJ
performance	NN
might	MD
improve	VB
if	IN
the	DT
benchmarking	NN
feature	NN
is	VBZ
enabled	VBN
with	IN
:	:
code	NN
:	:

for	CC
a	DT
full	JJ
list	NN
of	IN
affected	JJ
operations	NNS
.	.

which	WP
will	MD
make	VB
other	JJ
PyTorch	NNP
operations	NNS
behave	VB
deterministically	RB
,	,
too	RB
.	.

It	PRP
does	VBZ
this	DT
without	IN
making	NN
needless	JJ
copies	NNS
of	IN
data	NN
and	CC
usually	RB
leads	NNS
to	TO
efficient	JJ
algorithm	NN
implementations	NNS
.	.

The	DT
simplest	JJS
broadcasting	NN
example	NN
occurs	VBZ
when	WRB
an	DT
array	NN
and	CC
a	DT
scalar	JJ
value	NN
are	VBP
combined	VBN
in	IN
an	DT
operation	NN
:	:

,	,
as	IN
shown	VBN
in	IN
:	:
ref	NN
:	:

is	VBZ
being	VBG
multiplied	VBN
to	TO
.	.

If	IN
these	DT
conditions	NNS
are	VBP
not	RB
met	VBN
,	,
a	DT

Lining	NN
up	IN
the	DT
sizes	NNS
of	IN
the	DT
trailing	JJ
axes	NNS
of	IN
these	DT
arrays	NNS
according	IN
to	TO
the	DT
broadcast	NN
rules	NNS
,	,
shows	NNS
that	DT
they	PRP
are	VBP
compatible	JJ
:	:
:	:

arrays	NNS
have	VB
axes	NNS
with	IN
length	NN
one	CD
that	DT
are	VBP
expanded	VBN
to	TO
a	DT
larger	JJR
size	NN
during	IN
the	DT
broadcast	NN
operation	NN
:	:
:	:

Here	NNP
are	VBP
some	DT
more	JJR
examples	NNS
:	:
:	:

,	,
an	DT
exception	NN
is	VBZ
raised	VBN
because	IN
of	IN
the	DT
incompatible	JJ
shapes	NNS
.	.

,	,
making	NN
it	PRP
a	DT
two-dimensional	JJ

describe	VB
the	DT
weight	NN
and	CC
height	NN
of	IN
an	DT
athlete	NN
to	TO
be	VB
classified	VBN
.	.

In	IN
this	DT
example	NN
,	,
the	DT

lineman	NN
and	CC
the	DT
athlete	NN
to	TO
be	VB
classified	VBN
.	.

,	,
is	VBZ
a	DT
consequence	NN
of	IN
broadcasting	NN
,	,
not	RB
a	DT
necessity	NN
for	CC
the	DT
calculation	NN
.	.

This	DT
may	MD
also	RB
produce	NN
more	RBR
readable	JJ
code	NN
,	,
as	IN
algorithms	NNS
that	DT
use	NN
broadcasting	NN
tend	VB
to	TO
become	VB
more	RBR
difficult	JJ
to	TO
interpret	VB
as	IN
the	DT
number	NN
of	IN
dimensions	NNS
in	IN
the	DT
broadcast	NN
increases	NNS
.	.

normalize	VB
the	DT
height	NN
and	CC
weight	NN
,	,
often	JJ
by	IN
their	PRP$
standard	JJ
deviation	NN
across	IN
the	DT

This	DT
means	NN
less	CC
time	JJ
writing	NN
boilerplate	NN
and	CC
less	CC
time	JJ
installing	NN
dependencies	NNS
.	.

If	IN
you	PRP
get	NN
an	DT
error	NN
about	IN
wasm	NN
being	NN
linked	VBN
against	IN
a	DT
different	JJ
version	NN
of	IN

are	VBP
another	DT
good	JJ
resource	NN
.	.

Going	NNP
forward	JJ
,	,
we	PRP
recommend	VBP
using	VBG
Trunk	NN
.	.

There	EX
are	VBP
also	RB
two	CD
template	NN
repositories	NNS
.	.

Projects	NNS
built	VBD
in	IN
Seed	NNP
do	VB
use	VB
Rust	NNP

Engineering	NN
Rust	NNP
Web	NNP
Applications	NNS

The	DT
notable	JJ
options	NNS
are	VBP
:	:

You	PRP
will	MD
see	VB
that	DT
session	NN
is	VBZ
resumed	VBN
in	IN
your	PRP$
log	NN
if	IN
resumption	NN
succeeds	VBZ
.	.

The	DT
given	NN
file	NN
is	VBZ
overwritten	VBN
if	IN
it	PRP
already	JJ
exists	VBZ
when	WRB
storing	VBG
a	DT
token	NN
.	.

In	IN
the	DT
case	NN
of	IN
the	DT
example	NN
application	NN
this	DT
would	MD
be	VB

application	NN
is	VBZ
listening	JJ
to	TO
.	.

Make	NN
sure	JJ
to	TO
check	VB
the	DT

The	DT
generator	NN
will	MD
then	JJ
print	JJ
the	DT

Fill	NN
in	IN
the	DT
title	NN
,	,
leave	NN
a	DT
comment	NN
and	CC
click	NN
on	IN

Upgrading	VBG
from	IN
previous	JJ
versions	NNS

The	DT
generated	VBD
status	NN
page	NN
is	VBZ
translated	VBN
via	IN
JavaScript	NNP
on	IN
the	DT
client	NN
side	JJ
using	VBG

Want	NN
to	TO
change	NN
styles	NNS
,	,
the	DT
logo	NN
,	,
or	CC
the	DT
footer	NN
?	?

For	NNP
example	NN
,	,
it	PRP
can	MD
run	VB
or	CC
download	VB
the	DT
version	NN
required	VBD
by	IN
your	PRP$
project	NN
without	IN
you	PRP
having	NN
to	TO
specify	VB
it	PRP
.	.

Here	NNP
we	PRP
start	VBP
with	IN
the	DT
proper	JJ
version	NN
of	IN
Unity	NNP
:	:

which	WP
performs	VBZ
the	DT
fetching	JJ
automatically	RB
and	CC
makes	NNS
retrieving	NN
all	PDT
the	DT
versions	NNS
much	DT
faster	NN
.	.

If	IN
you	PRP
need	MD
a	DT
hotfix	NN
release	NN
,	,
you	PRP
might	MD
need	VB
to	TO
ensure	VB
that	DT
you	PRP
are	VBP
using	VBG
it	PRP
.	.

If	IN
you	PRP
want	VBP
to	TO
add	VB
a	DT
module	NN
to	TO
a	DT
particular	JJ
version	NN
,	,
you	PRP
will	MD
have	VB
to	TO
move	VB
the	DT
unity	NN
you	PRP
are	VBP
trying	VBG
to	TO
extend	VB
to	TO
that	DT
particular	JJ
location	NN

on	IN
Mac	NNP
,	,
versions	NNS
are	VBP
installed	VBN
under	IN

When	WRB
you	PRP
install	VBP
Unity	NNP
with	IN
this	DT
tool	NN
,	,
you	PRP
will	MD
have	VB
to	TO
grant	VB
it	PRP
higher	JJR
privileges	NNS
so	CC
it	PRP
can	MD
perform	VB
the	DT
installation	NN
.	.

Run	NN
a	DT
CLI	NNP
on	IN
the	DT
current	JJ
project	NN
given	NN
the	DT
project	NN
'	'
s	VBZ
configured	VBN
unity	NN
version	NN
,	,
displaying	VBG
prettified	VBD
logs	NNS
,	,
while	IN
keeping	NN
the	DT
original	JJ
logs	NNS
under	IN

Doing	NN
so	RB
is	VBZ
quite	PDT
easy	JJ
,	,
you	PRP
just	JJ
have	VB
to	TO
set	VB
the	DT

Therefore	CC
you	PRP
will	MD
have	VB
to	TO
specify	VB
it	PRP
using	VBG
the	DT

to	TO
activate	VB
the	DT
keychain	NN
while	IN
installing	NN
.	.

,	,
which	WP
lets	NNS
you	PRP
manage	VB
several	JJ
versions	NNS
of	IN
Ruby	NNP
.	.

argument	NN
to	TO
display	NN
stack	NN
traces	NNS
if	IN
a	DT
crash	NN
occurs	VBZ
.	.

A	DT
fix	NN
to	TO
the	DT
issue	NN
stated	JJ
above	IN
has	VBZ
been	VBN
found	VBN
on	IN

BAP	NN
can	MD
be	VB
used	VBN
as	IN
a	DT
framework	NN
with	IN
a	DT
single	JJ

to	TO
make	VB
it	PRP
easier	JJR
to	TO
start	NN
learning	NN
BAP	NN
.	.

Once	CC
it	PRP
is	VBZ
installed	VBN
the	DT
following	IN
three	CD
commands	NNS
should	MD
install	VB
the	DT
platform	NN
in	IN
a	DT
newly	RB
created	VBD
switch	JJ
.	.

and	CC
seek	NN
help	NN
there	RB
.	.

repository	NN
will	MD
take	VB
precedence	NN
over	IN
the	DT
stable	JJ
repository	NN
and	CC
you	PRP
will	MD
get	VB
the	DT
freshly	RB
picked	JJ
BAP	NN
packages	NNS
straight	JJ
from	IN
the	DT
farm	NN
.	.

script	NN
will	MD
help	VB
you	PRP
figure	NN
out	IN
the	DT
missing	JJ
libraries	NNS
.	.

component	JJ
so	CC
that	DT
you	PRP
can	MD
unselect	VB
components	NNS
that	DT
are	VBP
not	RB
relevant	JJ
to	TO
your	PRP$
current	JJ
task	NN
.	.

And	CC
as	IN
always	RB
,	,
drop	NN
by	IN

this	DT
command	NN
will	MD
build	VB
the	DT
control	NN
flow	NN
graph	NN
of	IN
a	DT
program	NN
.	.

is	VBZ
using	VBG
for	CC
its	PRP$

We	PRP
will	MD
start	VB
with	IN
a	DT
simple	JJ
example	NN
,	,
that	DT
registers	NNS
a	DT
disassembling	VBG
pass	NN
to	TO
the	DT
disassemble	VB
command	NN
.	.

we	PRP
will	MD
put	VB
the	DT
following	IN
code	NN
into	IN
it	PRP
:	:

We	PRP
declare	VBP
our	PRP$
extension	NN
use	NN
the	DT

It	PRP
will	MD
load	VB
BAP	NN
libraries	NNS
and	CC
initialize	VB
all	DT
plugins	NNS
for	CC
you	PRP
,	,
so	CC
you	PRP
can	MD
interactively	RB
explore	VB
the	DT
vast	JJ
world	JJ
of	IN
BAP	NN
.	.

We	PRP
will	MD
be	VB
happy	JJ
to	TO
see	VB
you	PRP
in	IN
your	PRP$

You	PRP
can	MD
also	RB
post	VB
your	PRP$
questions	NNS
on	IN

repository	NN
that	DT
is	VBZ
a	DT
collection	NN
of	IN
useful	JJ
BAP	NN
plugins	NNS
that	DT
are	VBP
not	RB
mature	JJ
enough	JJ
to	TO
be	VB
included	VBN
in	IN
the	DT
main	JJ
distribution	NN
.	.

if	IN
you	PRP
would	MD
like	VB
to	TO
become	VB
a	DT
sponsor	NN
or	CC
are	VBP
seeking	VBG
a	DT
deeper	JJR
collaboration	NN
.	.

For	NNP
example	NN
,	,
in	IN
the	DT
medical	JJ
environment	NN
,	,
a	DT
CT	NNP
scan	NN
may	MD
be	VB
aligned	VBN
with	IN
a	DT
MRI	NNP
scan	NN
in	IN
order	NN
to	TO
combine	VB
the	DT
information	NN
contained	JJ
in	IN
both	DT
.	.

Council	NN
,	,
an	DT
educational	JJ
consortium	NN
dedicated	JJ
to	TO
promoting	VBG
and	CC
maintaining	VBG
open-source	JJ
,	,
freely	RB
available	JJ
software	NN
for	CC
medical	JJ
image	NN
analysis	NN
.	.

Published	JJ
2014	CD
Feb	NNP
20	CD
.	.

Oh	NN
My	PRP$
Bash	NNP
is	VBZ
installed	VBN
by	IN
running	VBG
one	CD
of	IN
the	DT
following	IN
commands	NNS
in	IN
your	PRP$
terminal	NN
.	.

For	NNP
example	NN
,	,
this	DT
line	NN
might	MD
begin	VB
to	TO
look	NN
like	IN
this	DT
:	:

We	PRP
have	VB
over	IN
one	CD
hundred	CD
themes	NNS
now	RB
bundled	VBD
.	.

To	TO
use	VB
a	DT
different	JJ
theme	NN
,	,
simply	RB
change	NN
the	DT
value	NN
to	TO
match	VB
the	DT
name	NN
of	IN
your	PRP$
desired	JJ
theme	NN
.	.

The	DT
default	NN
location	NN
is	VBZ

You	PRP
can	MD
create	VB
a	DT
new	JJ
sh	UH
config	NN
file	NN
by	IN
copying	VBG
the	DT
template	NN
that	DT
we	PRP
have	VB
included	VBN
for	CC
you	PRP
.	.

If	IN
you	PRP
installed	VBD
manually	RB
or	CC
changed	VBD
the	DT
install	VB
location	NN
,	,
check	JJ
the	DT

If	IN
you	PRP
would	MD
like	VB
to	TO
override	VB
the	DT
functionality	NN
of	IN
a	DT
plugin	NN
distributed	VBD
with	IN
Oh	NN
My	PRP$
Bash	NNP
,	,
create	VB
a	DT
plugin	NN
of	IN
the	DT
same	JJ
name	NN
in	IN
the	DT

to	TO
automatically	RB
upgrade	VB
itself	PRP
without	IN
prompting	NN
you	PRP
,	,
set	NN
the	DT
following	NN
in	IN
your	PRP$

It	PRP
will	MD
remove	VB
itself	PRP
and	CC
revert	VB
your	PRP$
previous	JJ

Thank	VB
you	PRP
so	RB
much	DT
!	!

Support	JJ
me	PRP
by	IN
one-time	RB
tier	NN

Wide	JJ
color	JJ
editing	NN
supported	JJ

See	NNP
the	DT
LICENSE	NN
file	NN
for	CC
more	JJR
info	NN
.	.

It	PRP
connects	VBZ
with	IN
clients	NNS
,	,
listens	VBZ
for	CC
requesting	VBG
,	,
and	CC
executes	VBZ
request	NN
commands	NNS
on	IN
a	DT
mobile	JJ
device	NN
,	,
and	CC
a	DT
desktop	JJ
browser	NN
,	,
responses	NNS
with	IN
results	NNS
conforming	JJ
HTTP	NNP
response	NN
protocol	NN
.	.

is	VBZ
written	VBN
in	IN
Swift	NNP
and	CC
built	VBD
in-house	JJ
.	.

Reliable	JJ
is	VBZ
a	DT
testing	NN
management	NN
suite	NN
with	IN
continuous	JJ
delivery	NN
support	JJ
.	.

It	PRP
is	VBZ
recommended	VBN
to	TO
get	NN
started	VBD
from	IN
the	DT

Below	IN
,	,
we	PRP
list	VBP
the	DT
checkers	NNS
implemented	JJ
by	IN
the	DT
package	NN
in	IN
alphabetical	JJ
order	NN
.	.

See	NNP
also	RB
Any	DT
and	CC
Contains	VBZ
.	.

Contains	VBZ
checks	NNS
that	DT
a	DT
map	NN
,	,
slice	NN
,	,
array	NN
or	CC
string	NN
contains	VBZ
a	DT
value	NN
.	.

This	DT
is	VBZ
analogous	JJ
to	TO
calling	NN
errors	NNS
.	.
As	IN
.	.

The	DT
value	NN
must	MD
have	VB
a	DT
boolean	JJ
underlying	JJ
type	NN
.	.

The	DT
testing	NN
.	.
TB	NNP
.	.
Cleanup	JJ
helper	NN
provides	VBZ
the	DT
ability	NN
to	TO
defer	VB
the	DT
execution	NN
of	IN
functions	NNS
that	DT
will	MD
be	VB
run	NN
when	WRB
the	DT
test	NN
completes	VBZ
.	.

Multiple	JJ
conventions	NNS
can	MD
be	VB
mixed	VBN
within	IN
a	DT
single	JJ
file	NN
.	.

Whether	CC
converting	NN
or	CC
checking	VBG
,	,
a	DT
report	NN
is	VBZ
given	NN
on	IN
the	DT
original	JJ
state	NN
of	IN
line	NN
endings	NNS
that	DT
were	VBD
found	VBN
.	.

In	IN
particular	JJ
to	TO
:	:

Using	VBG
Quart	NN
you	PRP
can	MD
,	,

A	DT
minimal	JJ
Quart	NN
example	NN
is	VBZ
,	,

Quart	NN
is	VBZ
developed	VBN
on	IN

graphs	NNS
described	VBD
in	IN
the	DT

Panning	NN
and	CC
zooming	VBG
the	DT
graph	NN
.	.

Draw	NN
edges	NNS
between	IN
nodes	NNS
.	.

Automatic	JJ
update	NN
of	IN
the	DT
graph	NN
when	WRB
the	DT
DOT	NN
source	NN
is	VBZ
edited	VBN
.	.

All	DT
known	NN
bugs	NNS
and	CC
enhancement	NN
requests	NNS
are	VBP
reported	VBN
as	IN
issues	NNS
on	IN

There	EX
are	VBP
numerous	JJ
cool	JJ
features	NNS
missing	JJ
.	.

This	DT
is	VBZ
not	RB
expected	VBN
to	TO
change	VB
in	IN
the	DT
near	JJ
future	JJ
.	.

To	TO
speed	NN
up	IN
optimization	NN
on	IN
large	JJ
models	NNS
with	IN
constraints	NNS
,	,
it	PRP
helps	VBZ
to	TO
have	VB

Helping	NN
improve	VB
the	DT
documentation	NN
.	.

is	VBZ
the	DT
dependent	JJ
variable	JJ
,	,
and	CC

The	DT
result	NN
is	VBZ
a	DT
very	JJ
flexible	JJ
model	NN
,	,
where	WRB
it	PRP
is	VBZ
easy	JJ
to	TO
incorporate	VB
prior	JJ
knowledge	NN
and	CC
control	NN
overfitting	VBG
.	.

Fix	NN
the	DT
bug	NN
that	DT
some	DT
versions	NNS
of	IN
go	NN
typeface	NN
management	NN
list	NN
report	NN
errors	NNS
.	.

Fix	NN
the	DT
bug	NN
that	DT
creates	VBZ
a	DT
new	JJ
mongo	NN
connection	NN
when	WRB
request	NN
.	.

Fix	NN
the	DT
bug	NN
of	IN
deleting	VBG
script	NN
.	.

the	DT
problem	NN
of	IN
depth	NN
conflict	NN
.	.

in	IN
the	DT
source	NN
code	NN
.	.

Fix	NN
particle	NN
emitter	NN
bug	NN
.	.

Scene	NN
history	NN
and	CC
logs	NNS

plane	JJ
,	,
cube	NN
,	,
circle	NN
,	,
cylinder	NN
,	,
sphere	NN
,	,
icosahedron	NN
,	,
torus	NN
,	,
torus	NN
knot	NN
,	,
teapot	NN
,	,
lathe	NN

point	NN
light	NN
,	,
hemispherical	JJ
light	JJ
,	,
rect	NN
area	NN
light	JJ
helper	NN

Publish	VB
scene	NN
as	IN
static	JJ
resources	NNS
,	,
and	CC
can	MD
be	VB
